config_id,config_name,mir_disabled_count,llvm_disabled_count,mir_disabled_list,llvm_disabled_list
48,RANDOM_CONFIG_0048,10,30,CopyProp;DataflowConstProp;DeadStoreElimination-initial;DestinationPropagation;ForceInline;ImpossiblePredicates;InstSimplify-before-inline;JumpThreading;MatchBranchSimplification;UnreachablePropagation,advanced-peeling;binop-extract-shuffle;cfi-fixup;cgp-branch-opts;cgp-select2branch;cgp-store-extract;chr;dfa-sched;expand-reductions;ifcvt-forked-diamond;last-run-tracking;licm-promotion;loop-idiom-vectorize-all;loop-level-heuristics;machine-dce;machine-sink;mr-partial-inlining;nofree-inference;ondemand-mds-loading;phi-elim-edge-splitting;post-ra;postra-machine-licm;preinline;promote-alloca-to-vector;separate-const-offset-from-gep;spill-fusing;tail-calls;thinlto-funcattrs;type-promotion;vector-combine
49,RANDOM_CONFIG_0049,9,30,DeadStoreElimination-final;DestinationPropagation;EarlyOtherwiseBranch;EnumSizeOpt;GVN;ImpossiblePredicates;Inline;InstSimplify-before-inline;ReferencePropagation,adv-copy-opt;advanced-peeling;bitcode-version-upgrade;cgdata-for-merging;cgp-delete-phis;cgp-gc-opts;dfa-sched;early-taildup;ifcvt-diamond;ifcvt-simple;ifcvt-triangle-rev;licm-promotion;machine-cse;machine-dce;machine-licm;memop-opt;mr-partial-inlining;nounwind-inference;partial-inlining;peephole;phi-elim-edge-splitting;post-ra;preheader-prot;preinline;sample-loader-inlining;select-optimize;spill-fusing;thinlto-funcattrs;vector-combine;whole-program-visibility
50,RANDOM_CONFIG_0050,7,24,DeadStoreElimination-final;EnumSizeOpt;GVN;InstSimplify-after-simplifycfg;ReferencePropagation;SingleUseConsts;UnreachablePropagation,binop-extract-shuffle;bitcode-version-upgrade;block-placement;branch-fold;i2p-p2i-opt;icp;ifcvt-diamond;licm-promotion;loop-idiom-vectorize-all;loop-level-heuristics;machine-cse;mergeicmps;non-allocatable-phys-copy-opt;nounwind-inference;partial-inlining;peephole;postra-machine-licm;preinline;promote-alloca-to-vector;select-optimize;separate-const-offset-from-gep;type-promotion;vector-combine;vp
51,RANDOM_CONFIG_0051,1,15,ScalarReplacementOfAggregates,2addr-hack;advanced-peeling;auto-upgrade-debug-info;binop-extract-shuffle;branch-fold;complex-addr-modes;i2p-p2i-opt;layout-fsprofile-loader;licm-promotion;loop-idiom-vectorize-all;machine-sink;partial-inlining;phi-elim-edge-splitting;tail-duplicate;thinlto-funcattrs
52,RANDOM_CONFIG_0052,3,27,ForceInline;InstSimplify-after-simplifycfg;ScalarReplacementOfAggregates,advanced-peeling;binop-extract-shuffle;block-placement;cgp-branch-opts;cgp-store-extract;demotion;dfa-sched;ifcvt-diamond;ifcvt-simple-false;interleaved-load-combine;last-run-tracking;loop-idiom-vectorize-bytecmp;machine-cse;nounwind-inference;partial-inlining;post-ra;preheader-prot;preinline;ra-fsprofile-loader;sample-loader-inlining;spill-fusing;strictnode-mutation;tail-calls;tail-duplicate;vector-combine;vp;whole-program-visibility
53,RANDOM_CONFIG_0053,7,20,CopyProp;DeadStoreElimination-final;DestinationPropagation;EnumSizeOpt;GVN;InstSimplify-before-inline;JumpThreading,adv-copy-opt;branch-fold;cgp-delete-phis;cgp-gc-opts;demotion;icp;ifcvt-diamond;ifcvt-simple-false;ifcvt-triangle;interleaved-load-combine;last-run-tracking;layout-fsprofile-loader;nofree-inference;non-allocatable-phys-copy-opt;partial-inlining;post-ra;promote-alloca-to-vector;ra-fsprofile-loader;sample-loader-inlining;type-promotion
54,RANDOM_CONFIG_0054,6,23,DestinationPropagation;ForceInline;Inline;InstSimplify-after-simplifycfg;ScalarReplacementOfAggregates;SingleUseConsts,2addr-hack;adv-copy-opt;auto-upgrade-debug-info;binop-extract-shuffle;block-placement;cgp-ext-ld-promotion;cgp-gc-opts;gep-const-evaluation;i2p-p2i-opt;icp;ifcvt-forked-diamond;ifcvt-triangle-false;ifcvt-triangle-rev;loop-idiom-vectorize-all;lsr;non-allocatable-phys-copy-opt;nounwind-inference;peephole;phi-elim-edge-splitting;replace-with-vec-lib;sample-loader-inlining;separate-const-offset-from-gep;strictnode-mutation
55,RANDOM_CONFIG_0055,6,19,EnumSizeOpt;ForceInline;ImpossiblePredicates;InstSimplify-after-simplifycfg;UnreachableEnumBranching;UnreachablePropagation,2addr-hack;branch-fold;cgp-select2branch;cleanups;demotion;early-taildup;global-outlining;i2p-p2i-opt;ifcvt-diamond;ifcvt-simple-false;ifcvt-triangle;interleaved-load-combine;licm-promotion;loop-idiom-vectorize-all;machine-cse;machine-licm;mergeicmps;select-optimize;vp
56,RANDOM_CONFIG_0056,8,16,CopyProp;DeadStoreElimination-final;EnumSizeOpt;ForceInline;GVN;Inline;JumpThreading;ScalarReplacementOfAggregates,adv-copy-opt;advanced-peeling;cgp;cgp-branch-opts;cgp-ext-ld-promotion;cgp-select2branch;demotion;ifcvt-diamond;layout-fsprofile-loader;ondemand-mds-loading;peephole;strictnode-mutation;tail-duplicate;thinlto-funcattrs;type-promotion;vector-combine
57,RANDOM_CONFIG_0057,6,25,CopyProp;DataflowConstProp;EnumSizeOpt;ForceInline;GVN;ReferencePropagation,block-placement;cfi-fixup;cgdata-for-merging;complex-addr-modes;early-taildup;global-outlining;i2p-p2i-opt;icp;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-triangle-rev;layout-fsprofile-loader;loop-idiom-vectorize-bytecmp;machine-dce;machine-licm;memop-opt;mr-partial-inlining;postra-machine-sink;replace-with-vec-lib;sample-loader-inlining;select-optimize;ssc;tail-calls;tail-duplicate;whole-program-visibility
58,RANDOM_CONFIG_0058,11,25,DeadStoreElimination-final;DeadStoreElimination-initial;EarlyOtherwiseBranch;ForceInline;GVN;Inline;InstSimplify-before-inline;JumpThreading;ReferencePropagation;ScalarReplacementOfAggregates;UnreachablePropagation,adv-copy-opt;auto-upgrade-debug-info;cgp-delete-phis;cgp-gc-opts;cleanups;early-ifcvt;early-taildup;icp;ifcvt-simple;ifcvt-triangle-false;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-dce;machine-sink;mergeicmps;mr-partial-inlining;nofree-inference;nounwind-inference;partial-libcall-inlining;preinline;ra-fsprofile-loader;sample-loader-inlining;select-optimize;tail-calls;type-promotion
59,RANDOM_CONFIG_0059,4,19,DeadStoreElimination-initial;EarlyOtherwiseBranch;ForceInline;MatchBranchSimplification,binop-extract-shuffle;bitcode-version-upgrade;cfi-fixup;cgp;cgp-select2branch;dfa-sched;early-ifcvt;gep-const-evaluation;ifcvt-forked-diamond;ifcvt-simple;lftr;loop-idiom-vectorize-bytecmp;partial-inlining;peephole;post-ra;ssc;tail-calls;thinlto-funcattrs;vector-combine
60,RANDOM_CONFIG_0060,4,25,EarlyOtherwiseBranch;EnumSizeOpt;JumpThreading;SingleUseConsts,cgdata-for-merging;cgp;cgp-branch-opts;cgp-delete-phis;dfa-sched;early-taildup;expand-reductions;gep-const-evaluation;ifcvt-triangle-rev;last-run-tracking;layout-fsprofile-loader;lftr;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-dce;machine-sink;mr-partial-inlining;nounwind-inference;post-ra;postra-machine-licm;postra-machine-sink;preinline;replace-with-vec-lib;spill-fusing;strictnode-mutation
61,RANDOM_CONFIG_0061,6,21,CopyProp;EnumSizeOpt;ForceInline;InstSimplify-before-inline;MatchBranchSimplification;ScalarReplacementOfAggregates,2addr-hack;bitcode-version-upgrade;cleanups;early-ifcvt;early-taildup;global-outlining;ifcvt-diamond;ifcvt-triangle-false;layout-fsprofile-loader;lftr;licm-promotion;machine-cse;machine-dce;non-allocatable-phys-copy-opt;ondemand-mds-loading;post-ra;postra-machine-licm;postra-machine-sink;spill-fusing;tail-duplicate;vp
62,RANDOM_CONFIG_0062,10,28,DataflowConstProp;DeadStoreElimination-final;DestinationPropagation;GVN;ImpossiblePredicates;InstSimplify-after-simplifycfg;ScalarReplacementOfAggregates;SingleUseConsts;UnreachableEnumBranching;UnreachablePropagation,2addr-hack;cgp;cgp-branch-opts;cgp-ext-ld-promotion;chr;cleanups;dfa-sched;early-ifcvt;expand-reductions;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple;interleaved-load-combine;last-run-tracking;loop-idiom-vectorize-all;machine-dce;machine-sink;nofree-inference;partial-libcall-inlining;post-ra;preheader-prot;preinline;promote-alloca-to-vector;ra-fsprofile-loader;separate-const-offset-from-gep;spill-fusing;type-promotion;vp
63,RANDOM_CONFIG_0063,5,29,DeadStoreElimination-final;DeadStoreElimination-initial;EarlyOtherwiseBranch;ForceInline;ScalarReplacementOfAggregates,2addr-hack;adv-copy-opt;advanced-peeling;binop-extract-shuffle;bitcode-version-upgrade;cgp-gc-opts;cgp-select2branch;cgp-store-extract;chr;expand-reductions;i2p-p2i-opt;ifcvt-forked-diamond;ifcvt-simple;lftr;loop-idiom-vectorize-all;loop-level-heuristics;lsr;machine-cse;mergeicmps;nofree-inference;ondemand-mds-loading;partial-libcall-inlining;promote-alloca-to-vector;replace-with-vec-lib;separate-const-offset-from-gep;spill-fusing;tail-calls;type-promotion;vp
64,RANDOM_CONFIG_0064,3,27,GVN;InstSimplify-after-simplifycfg;InstSimplify-before-inline,2addr-hack;adv-copy-opt;branch-fold;cfi-fixup;cgp-delete-phis;complex-addr-modes;early-taildup;gep-const-evaluation;global-outlining;ifcvt-diamond;ifcvt-simple;ifcvt-simple-false;last-run-tracking;layout-fsprofile-loader;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;machine-cse;mergeicmps;nofree-inference;peephole;preinline;spill-fusing;ssc;tail-calls;type-promotion;vector-combine
65,RANDOM_CONFIG_0065,8,24,CopyProp;DestinationPropagation;EarlyOtherwiseBranch;EnumSizeOpt;ImpossiblePredicates;InstSimplify-before-inline;MatchBranchSimplification;SingleUseConsts,2addr-hack;advanced-peeling;block-placement;cfi-fixup;complex-addr-modes;early-taildup;gep-const-evaluation;global-outlining;ifcvt-simple;ifcvt-triangle-rev;layout-fsprofile-loader;loop-level-heuristics;machine-dce;machine-sink;memop-opt;mergeicmps;nofree-inference;non-allocatable-phys-copy-opt;postra-machine-sink;preheader-prot;promote-alloca-to-vector;strictnode-mutation;tail-calls;type-promotion
66,RANDOM_CONFIG_0066,5,25,DeadStoreElimination-final;InstSimplify-after-simplifycfg;ReferencePropagation;ScalarReplacementOfAggregates;SingleUseConsts,advanced-peeling;cgdata-for-merging;cgp;cgp-store-extract;chr;constant-hoisting;dfa-sched;early-ifcvt;early-taildup;expand-reductions;ifcvt-forked-diamond;ifcvt-simple-false;ifcvt-triangle-false;loop-level-heuristics;machine-licm;machine-sink;memop-opt;mergeicmps;nounwind-inference;partial-libcall-inlining;postra-machine-sink;ra-fsprofile-loader;ssc;strictnode-mutation;vp
67,RANDOM_CONFIG_0067,7,27,CopyProp;DeadStoreElimination-initial;DestinationPropagation;EnumSizeOpt;GVN;InstSimplify-before-inline;ScalarReplacementOfAggregates,branch-fold;cfi-fixup;cgdata-for-merging;complex-addr-modes;dfa-sched;early-ifcvt;i2p-p2i-opt;icp;ifcvt-simple-false;ifcvt-triangle;ifcvt-triangle-rev;last-run-tracking;loop-idiom-vectorize-all;machine-licm;memop-opt;mergeicmps;mr-partial-inlining;non-allocatable-phys-copy-opt;ondemand-mds-loading;phi-elim-edge-splitting;promote-alloca-to-vector;ra-fsprofile-loader;replace-with-vec-lib;sample-loader-inlining;select-optimize;tail-duplicate;vp
68,RANDOM_CONFIG_0068,7,22,DataflowConstProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;GVN;ImpossiblePredicates;ScalarReplacementOfAggregates;UnreachableEnumBranching,auto-upgrade-debug-info;bitcode-version-upgrade;block-placement;branch-fold;cgp;cgp-store-extract;demotion;dfa-sched;early-ifcvt;gep-const-evaluation;ifcvt-forked-diamond;interleaved-load-combine;loop-idiom-vectorize-bytecmp;loop-level-heuristics;machine-dce;mr-partial-inlining;non-allocatable-phys-copy-opt;nounwind-inference;promote-alloca-to-vector;replace-with-vec-lib;spill-fusing;whole-program-visibility
69,RANDOM_CONFIG_0069,6,23,DeadStoreElimination-final;DestinationPropagation;EnumSizeOpt;InstSimplify-after-simplifycfg;ReferencePropagation;SingleUseConsts,advanced-peeling;auto-upgrade-debug-info;bitcode-version-upgrade;block-placement;branch-fold;cgp;cgp-store-extract;constant-hoisting;early-taildup;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle-false;loop-idiom-vectorize-all;machine-cse;mergeicmps;phi-elim-edge-splitting;postra-machine-sink;preheader-prot;preinline;spill-fusing;ssc;tail-calls;whole-program-visibility
70,RANDOM_CONFIG_0070,6,25,DeadStoreElimination-initial;ForceInline;ImpossiblePredicates;MatchBranchSimplification;ReferencePropagation;SingleUseConsts,binop-extract-shuffle;cfi-fixup;cgp-delete-phis;cgp-ext-ld-promotion;complex-addr-modes;constant-hoisting;dfa-sched;early-ifcvt;early-taildup;expand-reductions;ifcvt-diamond;interleaved-load-combine;last-run-tracking;lftr;loop-idiom-vectorize-bytecmp;loop-level-heuristics;lsr;memop-opt;nofree-inference;preinline;replace-with-vec-lib;select-optimize;tail-calls;tail-duplicate;vector-combine
71,RANDOM_CONFIG_0071,5,23,DataflowConstProp;DeadStoreElimination-final;Inline;InstSimplify-after-simplifycfg;UnreachablePropagation,adv-copy-opt;advanced-peeling;cgdata-for-merging;cgp;complex-addr-modes;expand-reductions;global-outlining;i2p-p2i-opt;ifcvt-simple;ifcvt-triangle-false;last-run-tracking;machine-licm;memop-opt;mr-partial-inlining;nofree-inference;nounwind-inference;partial-libcall-inlining;promote-alloca-to-vector;sample-loader-inlining;separate-const-offset-from-gep;ssc;type-promotion;vp
72,RANDOM_CONFIG_0072,7,25,DestinationPropagation;EarlyOtherwiseBranch;ForceInline;ImpossiblePredicates;Inline;UnreachableEnumBranching;UnreachablePropagation,auto-upgrade-debug-info;bitcode-version-upgrade;branch-fold;copyprop;dfa-sched;global-outlining;icp;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle;interleaved-load-combine;last-run-tracking;layout-fsprofile-loader;lftr;loop-idiom-vectorize-all;loop-level-heuristics;machine-dce;memop-opt;nofree-inference;partial-inlining;phi-elim-edge-splitting;promote-alloca-to-vector;type-promotion;vector-combine;vp
73,RANDOM_CONFIG_0073,1,17,ForceInline,binop-extract-shuffle;bitcode-version-upgrade;cgp-branch-opts;cgp-gc-opts;cgp-store-extract;complex-addr-modes;ifcvt-diamond;last-run-tracking;loop-idiom-vectorize-bytecmp;nofree-inference;preheader-prot;promote-alloca-to-vector;sample-loader-inlining;select-optimize;strictnode-mutation;thinlto-funcattrs;vector-combine
74,RANDOM_CONFIG_0074,8,24,CopyProp;DeadStoreElimination-final;DeadStoreElimination-initial;Inline;InstSimplify-after-simplifycfg;InstSimplify-before-inline;SingleUseConsts;UnreachableEnumBranching,binop-extract-shuffle;cfi-fixup;cgp-branch-opts;cleanups;complex-addr-modes;copyprop;ifcvt-triangle;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;mergeicmps;mr-partial-inlining;nounwind-inference;peephole;phi-elim-edge-splitting;post-ra;postra-machine-licm;preinline;promote-alloca-to-vector;ra-fsprofile-loader;replace-with-vec-lib;strictnode-mutation;tail-calls;thinlto-funcattrs
75,RANDOM_CONFIG_0075,10,24,CopyProp;EarlyOtherwiseBranch;ForceInline;ImpossiblePredicates;Inline;InstSimplify-after-simplifycfg;InstSimplify-before-inline;JumpThreading;ReferencePropagation;ScalarReplacementOfAggregates,advanced-peeling;binop-extract-shuffle;cgdata-for-merging;cgp-branch-opts;cgp-delete-phis;cgp-select2branch;complex-addr-modes;gep-const-evaluation;icp;ifcvt-diamond;ifcvt-simple;loop-idiom-vectorize-all;machine-dce;machine-licm;machine-sink;memop-opt;partial-inlining;postra-machine-licm;preheader-prot;preinline;ra-fsprofile-loader;replace-with-vec-lib;sample-loader-inlining;type-promotion
76,RANDOM_CONFIG_0076,4,23,CopyProp;ImpossiblePredicates;JumpThreading;ScalarReplacementOfAggregates,auto-upgrade-debug-info;cfi-fixup;cgdata-for-merging;cgp-branch-opts;cgp-delete-phis;cgp-store-extract;demotion;gep-const-evaluation;icp;ifcvt-forked-diamond;ifcvt-triangle;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-cse;machine-dce;mergeicmps;nounwind-inference;ondemand-mds-loading;partial-inlining;partial-libcall-inlining;peephole;postra-machine-licm;ra-fsprofile-loader
77,RANDOM_CONFIG_0077,6,25,DestinationPropagation;ImpossiblePredicates;Inline;MatchBranchSimplification;UnreachableEnumBranching;UnreachablePropagation,advanced-peeling;auto-upgrade-debug-info;cgp-branch-opts;cgp-delete-phis;demotion;expand-reductions;icp;last-run-tracking;lftr;loop-level-heuristics;memop-opt;mr-partial-inlining;nounwind-inference;ondemand-mds-loading;partial-libcall-inlining;peephole;phi-elim-edge-splitting;post-ra;postra-machine-licm;promote-alloca-to-vector;separate-const-offset-from-gep;ssc;strictnode-mutation;tail-calls;type-promotion
78,RANDOM_CONFIG_0078,10,28,DeadStoreElimination-initial;DestinationPropagation;GVN;ImpossiblePredicates;InstSimplify-after-simplifycfg;InstSimplify-before-inline;JumpThreading;ScalarReplacementOfAggregates;SingleUseConsts;UnreachablePropagation,bitcode-version-upgrade;cgdata-for-merging;cgp;cgp-branch-opts;cgp-gc-opts;cgp-select2branch;cleanups;complex-addr-modes;demotion;early-taildup;expand-reductions;ifcvt-forked-diamond;ifcvt-simple;interleaved-load-combine;last-run-tracking;layout-fsprofile-loader;lftr;loop-level-heuristics;nofree-inference;partial-libcall-inlining;phi-elim-edge-splitting;preheader-prot;preinline;ssc;strictnode-mutation;thinlto-funcattrs;vector-combine;whole-program-visibility
79,RANDOM_CONFIG_0079,5,26,CopyProp;EnumSizeOpt;GVN;Inline;SingleUseConsts,advanced-peeling;binop-extract-shuffle;block-placement;chr;cleanups;copyprop;early-ifcvt;gep-const-evaluation;icp;ifcvt-forked-diamond;ifcvt-simple;ifcvt-simple-false;ifcvt-triangle;ifcvt-triangle-rev;layout-fsprofile-loader;machine-sink;mr-partial-inlining;nounwind-inference;peephole;postra-machine-licm;postra-machine-sink;preheader-prot;select-optimize;type-promotion;vp;whole-program-visibility
80,RANDOM_CONFIG_0080,5,26,DataflowConstProp;DestinationPropagation;EnumSizeOpt;ImpossiblePredicates;SingleUseConsts,auto-upgrade-debug-info;bitcode-version-upgrade;cgp-select2branch;cleanups;early-taildup;gep-const-evaluation;i2p-p2i-opt;ifcvt-forked-diamond;ifcvt-triangle;last-run-tracking;layout-fsprofile-loader;loop-idiom-vectorize-bytecmp;loop-level-heuristics;machine-licm;machine-sink;nounwind-inference;peephole;post-ra;postra-machine-sink;promote-alloca-to-vector;ra-fsprofile-loader;separate-const-offset-from-gep;thinlto-funcattrs;type-promotion;vector-combine;vp
81,RANDOM_CONFIG_0081,7,30,DeadStoreElimination-final;GVN;ImpossiblePredicates;MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates;SingleUseConsts,advanced-peeling;block-placement;cgp-delete-phis;cgp-ext-ld-promotion;chr;copyprop;demotion;early-taildup;gep-const-evaluation;ifcvt-triangle-false;ifcvt-triangle-rev;interleaved-load-combine;layout-fsprofile-loader;machine-cse;memop-opt;mr-partial-inlining;non-allocatable-phys-copy-opt;ondemand-mds-loading;partial-libcall-inlining;postra-machine-licm;postra-machine-sink;preheader-prot;promote-alloca-to-vector;ra-fsprofile-loader;replace-with-vec-lib;sample-loader-inlining;tail-calls;thinlto-funcattrs;type-promotion;vp
82,RANDOM_CONFIG_0082,9,24,DeadStoreElimination-final;DestinationPropagation;EnumSizeOpt;ImpossiblePredicates;Inline;InstSimplify-after-simplifycfg;InstSimplify-before-inline;MatchBranchSimplification;SingleUseConsts,adv-copy-opt;bitcode-version-upgrade;cgdata-for-merging;chr;demotion;early-ifcvt;early-taildup;global-outlining;ifcvt-simple;ifcvt-simple-false;layout-fsprofile-loader;lftr;machine-cse;machine-dce;machine-sink;mergeicmps;mr-partial-inlining;non-allocatable-phys-copy-opt;phi-elim-edge-splitting;preheader-prot;select-optimize;separate-const-offset-from-gep;spill-fusing;tail-duplicate
83,RANDOM_CONFIG_0083,9,26,CopyProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;EnumSizeOpt;ForceInline;Inline;InstSimplify-after-simplifycfg;JumpThreading;UnreachableEnumBranching,2addr-hack;block-placement;cgdata-for-merging;cgp-branch-opts;cgp-delete-phis;cgp-ext-ld-promotion;cleanups;demotion;early-ifcvt;i2p-p2i-opt;ifcvt-forked-diamond;ifcvt-triangle;ifcvt-triangle-rev;loop-idiom-vectorize-all;memop-opt;nofree-inference;partial-libcall-inlining;post-ra;postra-machine-licm;preheader-prot;replace-with-vec-lib;tail-calls;tail-duplicate;vector-combine;vp;whole-program-visibility
